No.	Word	Valence_Mean	Arousal_Mean	Valence_SD	Arousal_SD
630	威脅	3.000	7.400	0.632	0.49
631	威嚴	5.400	5.400	1.02	0.49
632	帥	6.600	5.200	0.49	1.327
633	帥氣	7.000	6.000	0.632	1.265
634	幽默	7.000	5.600	0.0	1.96
635	後悔	3.200	4.200	0.748	2.4
636	怒	2.400	7.200	1.02	0.98
637	怒不	3.800	5.800	0.837	1.095
638	怒火	2.400	7.600	0.49	0.8
639	怒斥	2.000	8.600	0.632	0.49
640	怒目	2.600	8.000	0.49	0.632
641	怒色	2.800	7.400	0.4	1.02
642	怒吼	2.000	8.800	0.894	0.4
643	怒氣	2.400	7.800	0.49	0.4
644	怒視	2.400	8.000	0.49	0.632
645	怒罵	1.800	8.800	0.748	0.4
646	思	4.400	4.800	0.8	0.98
647	思念	4.400	4.400	1.02	1.625
648	思鄉	3.800	5.800	0.748	0.748
649	恍惚	3.800	3.800	0.4	1.47
650	恨	2.400	7.200	0.8	0.98
651	恬	5.400	3.600	0.8	2.154
652	恰當	6.000	4.200	0.632	1.47
653	拮据	3.200	3.800	0.4	1.47
654	拯救	6.400	6.600	0.8	1.02
655	拷打	2.600	7.600	0.8	0.49
656	拷問	2.800	7.000	0.748	0.0
657	拼命	5.200	7.600	0.98	0.49
658	挑剔	3.800	5.400	0.748	1.356
659	挑戰	6.200	6.800	0.748	0.4
660	挑釁	3.200	6.800	0.4	0.4
661	挖苦	3.400	5.800	0.49	0.748
662	柔	5.200	3.000	0.4	1.673
663	柔軟	5.800	3.400	0.4	1.02
664	柔順	5.800	3.200	0.4	1.166
665	柔腸寸斷	1.800	7.800	0.748	0.748
666	歪曲	3.600	4.000	0.49	1.414
667	毒	2.800	5.800	0.748	0.98
668	洩氣	3.600	3.600	0.49	1.625
669	活力	6.600	6.200	0.49	0.98
670	活潑	6.800	6.400	0.4	0.8
671	活躍	6.400	7.600	0.8	0.8
672	流行	5.600	5.200	0.49	0.4
673	流淚	3.200	5.400	0.748	1.96
674	炫耀	3.800	6.000	0.4	0.894
675	為難	3.400	4.800	0.49	1.327
676	狠心	2.400	7.400	0.49	0.49
677	珍奇	6.800	5.800	0.4	1.47
678	珍惜	7.000	5.000	0.632	1.673
679	珍視	7.000	5.200	0.632	1.939
680	珍貴	7.000	5.400	0.632	1.356
681	珍愛	7.200	6.000	0.748	1.789
682	珍藏	6.600	5.400	0.8	2.245
683	盼望	6.200	5.400	1.327	1.855
684	看不起	3.200	6.000	0.748	1.095
685	約束	4.600	4.600	0.49	1.356
686	美人	6.000	5.400	0.632	1.855
687	美好	6.800	5.600	0.4	1.356
688	美妙	7.000	6.200	0.632	1.6
689	美味	6.800	5.600	0.748	1.02
690	美夢	6.800	5.800	0.748	2.04
691	美滿	7.400	6.400	0.49	1.744
692	美德	7.400	5.200	1.02	2.315
693	美麗	7.200	5.800	0.4	2.135
694	背叛	2.000	8.000	0.632	0.894
695	胡扯	3.000	7.600	0.632	0.49
696	致命	2.000	7.800	0.632	0.748
697	苛求	3.000	6.600	0.632	1.02
698	若無其事	4.000	4.600	0.632	1.855
699	苦	3.200	4.600	0.748	1.356
700	苦惱	3.200	5.000	0.4	1.673
701	英俊	6.600	4.400	0.8	2.059
702	英勇	7.000	6.600	0.632	0.8
703	英雄	7.600	7.000	0.8	1.414
704	虐待	2.200	7.400	0.4	0.8
705	負心	2.400	6.200	0.49	2.227
706	負債	3.200	6.000	0.4	1.265
707	負擔	3.600	5.200	0.49	1.166
708	迫害	2.200	7.400	0.748	0.49
709	重大	4.800	7.200	0.4	0.748
710	重擔	3.800	7.200	0.748	0.4
711	陌生	4.000	3.800	0.632	1.166
712	降級	3.600	5.800	0.49	2.04
713	面臨	4.800	5.800	0.4	1.47
714	風險	3.800	6.400	0.748	1.2
715	首要	5.200	5.000	0.4	1.673
716	首創	5.400	5.600	0.8	2.059
717	倒楣	3.200	5.400	0.748	1.356
718	倒霉	3.200	5.400	0.748	1.356
719	倔強	4.200	6.400	1.166	0.8
720	值得	6.400	5.600	0.8	1.356
721	值錢	6.200	5.600	0.748	1.2
722	凌亂	3.400	6.000	0.49	0.894
723	剝奪	3.000	6.600	0.894	1.02
724	哭泣	2.800	6.600	0.748	0.8
725	哭喊	2.800	7.800	0.748	0.748
726	哭訴	2.800	6.800	0.748	0.4
727	哭鬧	2.800	7.400	0.748	0.49
728	哽咽	3.000	6.400	0.894	1.02
729	唐突	3.600	5.400	0.49	1.02
730	奚落	3.200	6.000	0.748	1.549
731	娛樂	6.400	6.200	0.49	1.6
732	害怕	3.200	5.600	0.4	1.497
733	害羞	4.200	4.600	1.166	1.356
734	容光煥發	7.200	5.000	0.4	2.098
735	容忍	3.600	5.600	1.02	1.02
736	差	3.400	4.600	0.8	1.356
737	差勁	3.400	6.800	0.8	0.748
738	弱	3.800	4.600	0.4	1.625
739	弱點	3.800	4.800	0.4	1.6
740	徒勞無功	3.400	4.400	0.49	1.356
741	恐怖	3.000	6.800	0.632	0.4
742	恐慌	3.000	7.000	0.632	0.894
743	恐嚇	2.400	7.400	0.8	0.8
744	恐懼	2.600	6.800	0.8	0.748
745	恩典	6.800	4.600	0.4	1.356
746	恩惠	6.400	5.000	0.49	1.673
747	恭維	5.000	4.600	0.632	1.356
748	悔之	4.200	5.600	1.47	1.356
749	悔改	4.000	6.000	0.894	1.549
750	悔恨	2.800	7.400	1.166	0.49
751	悔悟	3.200	7.000	0.98	0.632
752	悔意	3.000	5.800	0.0	0.748
753	悔過	2.800	6.200	0.4	1.166
754	挫折	3.000	5.000	0.632	1.897
755	挫敗	3.000	6.800	0.632	1.166
756	振奮	7.200	7.000	0.748	0.632
757	捐贈	6.400	5.200	0.8	1.72
758	效率	6.200	4.800	0.98	1.6
759	時髦	6.400	5.200	0.49	1.72
760	書呆子	3.600	4.200	0.49	1.166
761	栩栩如生	6.800	5.400	0.98	1.96
762	氣急敗壞	2.400	7.800	0.49	0.4
763	氣憤	2.400	7.000	0.49	0.632
764	氣餒	2.800	4.000	0.98	1.265
765	浪漫	6.600	6.000	1.02	1.095
766	消沉	3.400	4.200	0.49	1.72
767	消極	3.200	4.000	0.748	2.28
768	消滅	3.600	6.000	1.02	1.265
769	狹小	3.800	4.000	0.4	1.673
770	狹隘	3.800	4.200	0.4	1.47
771	疲乏	3.000	3.800	0.894	1.939
772	疲於奔命	2.400	6.000	1.02	1.095
773	疲倦	3.000	4.000	0.894	1.673
774	疲弱	3.000	3.600	0.894	1.356
775	疲累	3.000	3.600	0.894	1.356
776	疲勞	3.000	3.800	0.894	1.166
777	疲憊	3.000	3.600	0.894	1.356
778	疼痛	3.400	6.000	0.49	0.894
779	疼愛	7.000	6.400	0.894	1.2
780	益處	6.600	5.200	0.49	1.327
781	真心	7.000	5.600	0.894	2.059
782	真相	6.400	5.400	1.02	1.497
783	真理	6.400	5.600	1.02	1.744
784	真誠	7.000	5.000	0.632	1.095
785	真實	6.000	4.600	0.894	1.356
786	破滅	3.000	7.000	0.632	1.095
787	破壞	2.800	6.800	0.748	0.98
788	祝賀	7.000	6.200	0.632	1.166
789	祝福	6.600	5.800	0.49	1.47
790	神經病	2.800	6.400	0.748	1.02
791	神經質	3.200	5.600	0.4	1.497
792	神聖	7.200	5.000	0.748	1.673
793	笑	6.800	5.800	0.748	0.98
794	笑死	5.400	7.000	1.96	0.894
795	笑容	7.200	5.200	0.98	1.72
796	笑話	5.800	4.800	0.748	1.6
797	紛爭	3.000	6.600	0.632	1.02
798	缺少	3.600	4.400	0.49	1.2
799	缺乏	3.400	4.600	0.49	1.356
800	缺失	3.600	4.400	0.49	1.744
801	缺陷	3.000	4.600	0.632	1.855
802	缺德	2.800	6.800	0.748	1.166
803	缺憾	2.600	6.200	0.8	2.227
804	缺點	3.600	4.600	0.49	1.356
805	能幹	6.800	6.000	0.748	1.549
806	脅迫	2.600	7.200	0.49	0.4
807	脆弱	3.400	4.600	0.49	1.744
808	臭	3.800	4.600	0.4	1.625
809	臭味	3.800	5.000	0.4	1.673
810	臭氣	3.600	5.400	0.49	1.855
811	茫然	3.400	3.400	0.8	1.744
812	草率	3.400	4.800	0.8	1.327
813	荒唐	2.800	6.800	0.748	0.4
814	荒謬	2.600	7.200	1.02	0.748
815	虔誠	6.600	5.400	0.8	1.855
816	衰	3.600	4.200	0.49	1.166
817	衰老	3.400	4.200	0.49	1.47
818	衰弱	3.200	5.000	0.4	2.098
819	衰退	3.200	5.000	0.4	1.789
820	衰敗	3.000	6.200	0.632	2.227
821	衰微	3.200	4.800	0.4	1.47
822	衷心	6.600	5.400	0.49	1.356
823	討喜	6.800	6.000	0.4	1.095
824	迴避	3.600	5.000	0.49	1.673
825	迷人	6.800	6.200	0.4	1.166
826	迷失	3.400	4.600	0.49	1.356
827	迷惘	3.400	5.000	0.49	2.098
828	迷惑	3.400	4.600	0.49	1.02
829	迷亂	3.200	6.200	1.166	0.748
830	迷路	4.200	5.200	0.98	1.833
831	迷戀	4.400	6.200	1.02	1.72
832	逃離	4.000	6.200	0.0	0.98
833	逆向	4.000	4.400	1.095	2.059
834	高貴	6.600	4.000	0.8	1.414
835	高階	5.800	3.800	0.748	1.939
836	高雅	7.000	4.000	0.632	1.789
837	高傲	3.200	6.000	0.98	1.549
838	高興	7.000	6.600	0.632	1.02
839	假裝	4.200	4.600	0.748	0.49
840	偉大	7.200	6.600	0.748	1.356
841	偏心	3.200	5.400	0.4	1.356
842	偏好	5.200	4.000	0.4	1.789
843	偏見	3.400	5.600	0.49	0.49
844	偏執	3.600	5.600	0.8	1.855
845	偏愛	5.000	4.800	0.632	1.327
846	偷	2.400	5.000	0.8	1.673
847	偷取	2.400	6.400	0.8	1.02
848	偷竊	2.400	7.000	0.8	1.414
849	偽造	2.600	6.000	0.8	0.894
850	動人	6.800	6.200	0.4	0.748
851	動聽	7.000	6.600	0.632	1.2
852	啜泣	3.000	6.800	0.632	0.748
853	執拗	3.600	6.000	0.49	0.632
854	堅決	5.400	6.200	0.49	1.327
855	堅定	6.200	6.400	0.98	1.497
856	堅強	6.800	6.200	0.748	1.327
857	娼妓	2.800	5.800	0.98	1.6
858	寂寞	3.200	4.600	0.4	2.059
859	寂寥	3.200	2.400	0.748	1.2
860	崇拜	6.400	6.800	0.8	0.748
861	崇高	7.200	6.400	0.748	1.497
862	強	6.400	5.400	0.49	1.356
863	強力	6.200	6.400	0.748	1.356
864	強壯	6.800	5.400	0.748	1.02
865	強姦	1.400	8.400	0.8	0.8
866	強迫	2.800	7.400	0.748	0.8
867	強烈	4.800	7.800	0.4	0.748
868	強健	6.600	6.400	0.49	1.2
869	強硬	4.800	7.000	1.166	1.265
870	強暴犯	1.400	8.600	0.8	0.8
871	得意	5.800	5.400	0.98	1.356
872	得意洋洋	4.600	6.600	0.8	1.02
873	得罪	3.200	5.600	0.4	1.356
874	得體	6.200	4.600	0.748	1.02
875	徘徊	4.600	4.600	0.49	0.8
876	從容	5.800	3.400	0.748	1.02
877	悠閒	6.400	2.600	0.49	1.497
878	患病	2.800	4.800	0.98	1.6
879	情緒	4.600	5.400	0.8	0.8
880	惋惜	3.000	4.400	0.632	1.625
881	掃興	3.200	4.800	0.4	1.833
882	排斥	3.200	6.000	0.748	0.894
883	掙扎	3.200	7.400	1.166	0.8
884	掛念	4.800	5.200	1.47	1.47
885	掛慮	4.800	6.000	1.47	0.0
886	控制	4.200	5.000	0.98	2.098
887	推崇	6.400	5.800	0.8	0.98
888	敏捷	6.200	5.400	0.4	1.356
889	敏感	4.600	5.000	0.8	1.095
890	敏銳	6.400	5.200	0.49	1.327
891	救	5.000	6.400	1.414	0.49
892	敗壞	2.600	7.600	1.02	0.8
893	欲絕	2.000	8.200	1.095	0.748
894	殺	1.600	7.800	1.2	1.166
895	殺死	1.400	8.200	0.8	0.748
896	淘氣	5.600	5.600	1.02	1.356
897	淚流滿面	2.000	7.800	0.894	0.748
898	淚珠	3.600	4.600	0.8	1.356
899	淡漠	4.000	2.200	0.632	1.47
900	淨土	5.400	3.200	0.49	1.6
901	深思	5.200	2.600	0.98	1.356
902	深情	7.200	5.200	0.748	1.6
903	深愛	8.000	6.400	0.894	2.245
904	混帳	1.600	8.000	0.49	0.632
905	混亂	3.000	6.400	0.632	0.8
906	淹沒	3.600	5.600	1.02	1.744
907	清白	6.200	3.400	0.748	1.497
908	清楚	5.600	3.800	0.49	1.47
909	爽	7.200	7.200	0.748	0.748
910	爽心	7.200	7.000	0.748	0.894
911	爽快	7.400	6.800	0.49	0.748
912	爽約	3.200	5.400	0.748	1.855
913	爽朗	6.800	5.200	0.4	1.47
914	牽掛	4.400	5.000	1.356	1.265
915	猛烈	4.600	8.400	0.8	0.49
916	猜疑	3.200	5.600	0.4	0.8
917	理智	6.200	3.600	0.748	1.625
918	理想	6.800	5.000	0.98	1.265
919	甜言	6.400	5.000	0.8	1.673
920	甜美	6.600	3.600	0.8	1.497
921	甜密	7.000	5.000	1.095	1.897
922	甜甜	6.400	4.400	0.8	1.96
923	甜蜜	6.800	5.400	0.98	2.059
924	甜頭	5.800	4.600	1.166	1.855
925	疏忽	3.400	5.400	0.49	1.02
926	疏漏	3.400	5.400	0.49	1.02
927	盛怒	1.800	8.600	0.748	0.8
928	眼花撩亂	4.400	5.600	0.8	2.417
929	眼花繚亂	4.400	5.600	0.8	2.417
930	眼淚	3.400	5.800	0.8	0.98
931	眾怒	2.000	8.000	0.632	0.894
932	窒息	2.200	4.800	1.166	2.561
933	窒礙	2.600	6.800	0.49	0.748
934	笨	3.400	5.400	0.49	1.356
935	笨手笨腳	3.200	6.000	0.4	1.095
936	笨拙	3.200	4.800	0.4	1.72
937	粗心	3.800	4.800	0.4	1.6
938	粗俗	3.000	5.600	0.632	1.497
939	粗野	3.000	6.800	0.894	0.98
940	粗暴	2.200	8.200	0.4	0.4
941	粗魯	3.400	6.000	0.8	2.098
942	累	3.600	4.600	0.49	1.497
943	細心	5.200	3.600	1.166	1.2
944	統治	5.200	6.200	0.748	1.166
945	羞怯	3.600	4.400	0.49	1.744
946	羞恥	2.600	7.400	1.02	0.8
947	羞辱	2.000	7.800	0.632	0.98
948	羞愧	2.800	7.200	0.748	0.748
949	羞憤	2.200	7.800	0.4	0.4
950	莊嚴	5.800	3.400	0.748	1.356
951	處罰	3.400	6.000	0.8	0.894
952	設防	5.000	4.800	0.632	1.939
953	許諾	5.800	4.800	0.4	1.47
954	貧困	3.200	4.400	0.4	1.02
955	貧苦	2.800	5.400	0.4	1.02
956	貧病	2.800	4.600	0.4	1.02
957	貧窮	2.800	4.600	0.4	1.02
958	貧賤	2.400	7.400	0.49	0.49
959	貪	3.200	5.400	0.4	1.625
960	貪心	3.000	5.600	0.0	1.744
961	貪生	3.000	5.400	0.0	1.497
962	貪汙	1.800	7.600	0.748	1.497
963	貪求	3.200	5.800	0.4	1.166
964	貪念	3.600	5.000	0.49	2.098
965	貪婪	2.800	6.600	0.748	1.497
966	貪圖	3.000	5.800	0.632	1.939
967	貪慾	3.600	5.600	0.49	1.744
968	軟弱	3.600	3.600	0.49	1.2
969	逗趣	6.400	5.200	0.49	0.748
970	逝世	2.400	4.200	0.49	2.315
971	造反	2.200	7.800	0.748	0.4
972	野蠻	3.000	6.800	0.632	0.98
973	陰沉	3.200	3.400	0.4	1.02
974	陰森	3.200	3.600	0.4	0.8
975	陰暗	3.600	3.800	0.49	0.98
976	陳腐	2.800	5.000	0.748	1.673
977	陶醉	6.400	4.400	0.49	1.625
978	麻木	4.000	3.200	0.632	1.6
979	麻煩	3.600	5.000	0.49	0.894
980	凱旋	7.200	7.000	0.4	0.0
981	創傷	2.800	6.200	0.4	0.748
982	勝利	7.800	7.200	0.748	1.166
983	勝過	6.200	5.800	0.748	0.748
984	博愛	6.800	4.600	0.748	1.855
985	博學	6.800	4.800	0.4	1.6
986	善心	6.800	4.200	0.98	1.47
987	善良	7.400	4.400	1.02	1.356
988	善意	6.800	5.000	0.4	1.673
989	喜上眉稍	7.400	6.800	0.49	0.98
990	喜出望外	7.800	7.600	0.748	0.49
991	喜形於色	7.400	6.800	0.49	0.748
992	喜怒哀樂	5.000	5.200	0.0	0.4
993	喜怒無常	3.400	5.800	0.49	0.748
994	喜宴	6.600	6.200	0.49	1.72
995	喜悅	7.400	6.200	0.49	1.166
996	喜氣	7.000	5.000	0.632	1.414
997	喜從天降	7.400	7.000	0.49	1.095
998	喜新厭舊	3.400	5.200	0.49	1.327
999	喜極而泣	8.200	8.400	0.4	0.49
1000	喜劇	6.800	5.000	0.98	2.098
1001	喜慶	7.400	6.600	0.49	1.2
1002	喝采	7.400	7.000	0.49	1.095
1003	喪心	3.000	6.200	0.0	1.6
1004	喪生	1.800	6.600	0.748	1.356
1005	喪志	2.400	5.400	0.49	2.154
1006	喪氣	3.000	5.000	0.632	1.673
1007	喪偶	2.600	6.200	1.02	1.166
1008	喪盡	2.800	7.000	0.748	0.632
1009	喪膽	2.800	7.600	0.748	1.02
1010	喪禮	2.000	4.400	0.894	2.154
1011	報仇	2.800	8.000	1.166	0.0
1012	報復	2.200	7.600	0.748	1.02
1013	富有	7.200	4.800	0.4	1.6
1014	富裕	7.400	5.400	0.49	1.855
1015	寒酸	3.600	4.200	0.49	1.6
1016	尊重	6.800	5.200	0.748	1.327
1017	尊貴	6.800	5.200	0.748	0.98
1018	尊敬	7.000	5.400	1.095	1.497
1019	尊榮	7.600	5.200	0.8	1.939
1020	尊嚴	6.200	5.200	0.98	1.6
1021	尋歡作樂	4.200	6.400	0.748	1.2
1022	就緒	5.200	3.600	0.4	1.625
1023	復仇	2.200	7.600	0.4	0.49
1024	悲哀	2.600	4.600	0.49	2.154
1025	悲苦	2.400	5.000	0.49	1.673
1026	悲悽	2.200	4.800	0.748	1.939
1027	悲情	3.000	5.000	0.632	1.265
1028	悲喜	4.400	5.400	0.8	1.356
1029	悲痛	2.600	6.800	0.8	0.98
1030	悲傷	2.800	6.000	0.748	1.095
1031	悲愁	2.800	4.600	0.4	1.855
1032	悲慘	2.200	7.000	0.4	1.095
1033	悲慟	1.800	8.400	0.748	0.49
1034	悲劇	2.200	6.400	0.748	0.8
1035	悲憤	2.400	7.800	0.49	0.4
1036	悲憫	2.800	5.000	0.4	2.28
1037	悲歡	4.800	5.400	0.4	1.744
1038	悲觀	3.200	4.400	0.4	1.625
1039	悶	3.800	4.000	0.4	1.265
1040	悶悶不樂	3.600	4.000	0.49	0.894
1041	惡人	2.800	6.200	0.748	0.98
1042	惡化	2.800	6.200	0.4	0.748
1043	惡劣	2.600	6.800	0.8	1.166
1044	惡言	2.600	6.600	0.49	0.49
1045	惡性	2.800	6.400	0.4	0.8
1046	惡毒	2.000	7.400	0.632	0.49
1047	惡狠狠	2.400	7.800	0.49	0.4
1048	惡耗	2.000	7.400	0.894	0.49
1049	惡臭	2.800	6.600	0.748	1.2
1050	惡鬥	2.600	7.600	0.49	0.8
1051	惡意	2.800	6.800	0.4	0.748
1052	惡運	2.800	6.000	0.4	0.894
1053	惡夢	3.000	6.800	0.632	0.748
1054	惱	3.200	6.600	0.748	0.8
1055	惶	3.400	6.400	0.49	1.02
1056	愉	5.800	5.200	1.47	1.327
1057	提防	4.600	6.000	1.2	1.095
1058	散漫	3.400	4.000	0.49	1.673
1059	景仰	6.800	5.800	0.4	0.748
1060	智慧	7.400	4.000	0.49	1.673
1061	最好	6.800	6.200	0.4	0.748
1062	最佳	7.200	6.400	0.4	1.02
1063	期盼	6.200	6.000	0.748	1.265
1064	棒	6.800	5.800	0.748	1.47
1065	棘手	3.400	6.200	0.49	0.748
1066	欺	3.200	6.200	0.98	0.748
1067	欽佩	7.200	5.800	0.4	0.98
1068	殘忍	2.000	7.800	0.632	0.748
1069	殘酷	1.800	8.200	0.748	0.4
1070	殘暴	1.600	8.800	0.49	0.4
1071	渴求	5.000	6.800	0.0	0.98
1072	渴望	5.600	5.800	1.2	1.166
1073	無用	3.600	4.400	0.49	1.625
1074	無助	3.400	4.800	0.49	1.6
1075	無味	4.400	3.200	0.8	1.6
1076	無奈	3.600	4.200	0.8	0.748
1077	無知	3.600	4.400	0.8	1.356
1078	無畏	6.600	6.400	0.8	1.02
1079	無害	5.600	4.200	0.8	1.47
1080	無效	4.200	4.400	0.4	1.2
1081	無益	3.800	3.800	0.4	1.47
1082	無能	3.000	6.000	0.632	0.894
1083	無常	3.600	4.200	0.49	1.166
1084	無望	2.800	4.800	0.4	1.327
1085	無聊	3.800	3.400	0.4	1.356
1086	無辜	4.400	4.000	1.356	1.789
1087	無意義	4.200	4.000	0.748	1.265
1088	無精打采	3.600	3.400	0.49	1.356
1089	無憂無慮	7.000	3.600	0.0	1.625
1090	無關緊要	4.600	3.400	0.49	1.356
1091	無懼	5.800	5.800	1.47	1.166
1092	焦急	3.000	7.000	0.632	0.632
1093	焦慮	3.200	6.400	0.748	0.8
1094	猶疑	4.000	5.200	0.894	0.748
1095	猶豫	4.200	4.800	0.748	1.47
1096	痛	3.000	6.200	0.632	0.98
1097	痛不欲生	1.800	8.400	0.748	0.49
1098	痛苦	2.400	6.800	0.49	0.748
1099	痛哭流涕	1.800	8.000	0.748	0.632
1100	發抖	3.400	6.200	0.49	0.98
1101	發牢騷	3.600	6.000	0.49	1.414
1102	發狂	2.600	7.800	0.49	0.748
1103	發怒	2.400	8.000	0.49	0.894
1104	發臭	3.200	5.800	0.748	1.166
1105	發愁	3.000	6.200	0.632	1.327
1106	盜	3.000	5.800	0.894	1.47
1107	結巴	4.000	4.600	0.0	1.356
1108	絕妙	6.800	6.800	0.4	0.4
1109	絕望	2.200	6.000	0.98	2.0
1110	脾氣	4.800	4.400	0.4	1.96
1111	舒服	6.600	3.600	0.49	1.02
1112	舒適	6.800	3.600	0.4	1.2
1113	華麗	6.800	5.600	0.748	1.96
1114	著迷	5.600	7.000	1.497	0.632
1115	虛心	6.200	2.600	1.327	1.356
1116	虛弱	3.000	3.400	0.0	1.855
1117	虛榮	3.000	6.200	0.632	1.327
1118	虛榮心	3.000	6.000	0.632	1.095
1119	訴苦	3.200	6.600	0.98	0.8
1120	詐騙	2.600	7.000	0.8	1.095
1121	費力	3.400	6.200	0.49	0.98
1122	跛	3.200	5.000	0.98	1.673
1123	跛腳	3.200	5.200	0.98	1.939
1124	鈍	3.800	2.600	0.98	1.2
1125	開心	7.200	6.600	0.748	1.02
1126	開明	7.000	5.000	0.894	1.673
1127	開朗	7.200	5.400	1.166	1.356
1128	閒散	4.600	2.200	1.02	0.748
1129	陽光	7.200	5.000	1.47	1.897
1130	隆重	6.600	7.000	1.02	0.894
1131	雅緻	6.800	4.400	0.748	1.2
1132	順利	7.000	5.000	0.894	1.673
1133	亂	3.600	5.800	0.49	0.98
1134	傲慢	2.800	6.000	0.748	1.414
1135	傳情	6.400	5.400	0.49	1.855
1136	債務	3.000	5.200	0.632	0.748
1137	傷	3.400	5.200	0.8	1.327
1138	傷人	3.200	6.800	0.748	1.166
1139	傷亡	2.200	7.400	0.4	1.02
1140	傷天害理	1.400	8.000	0.49	1.095
1141	傷心	3.000	6.200	0.632	1.166
1142	傷害	2.800	6.600	0.4	1.02
1143	傷神	3.400	5.600	0.49	2.059
1144	傷痕	3.600	5.000	0.49	1.414
1145	傷悲	3.000	6.000	0.632	0.894
1146	傷殘	2.800	5.800	0.748	0.98
1147	傷痛	3.000	6.600	0.632	1.02
1148	傷勢	3.400	4.600	0.49	1.625
1149	傷感	3.400	5.200	0.49	1.327
1150	傻	3.600	4.000	0.49	1.265
1151	傻子	3.600	4.200	0.49	0.98
1152	傻笑	4.000	5.400	0.894	0.49
1153	勢利	3.200	5.400	0.748	1.855
1154	嗚咽	2.600	5.600	0.8	1.855
1155	嫉	3.000	6.200	0.632	1.166
1156	嫌	3.000	5.800	0.632	1.166
1157	徬徨	4.000	4.400	0.632	1.356
1158	微笑	6.400	4.600	0.49	1.356
1159	微醺	5.800	5.200	0.748	1.6
1160	想念	4.800	5.400	0.4	1.96
1161	惹惱	3.000	7.200	0.894	0.4
1162	愁	3.400	4.800	0.49	1.939
1163	愚笨	3.200	4.000	0.748	1.673
1164	愛心	7.000	4.600	0.0	1.356
1165	愛情	7.000	5.800	0.0	1.6
1166	愛慕	6.800	6.200	0.98	1.6
1167	愛護	7.000	5.400	0.632	1.356
1168	感恩	7.200	4.800	0.4	0.4
1169	感情	5.400	5.200	0.8	0.748
1170	感傷	3.800	5.400	0.4	1.744
1171	感激	6.800	7.200	0.748	0.748
1172	愧	3.400	6.200	0.49	0.748
1173	慈祥	7.000	4.200	0.0	1.47
1174	慈善	7.000	4.600	0.0	1.855
1175	慈悲	5.600	5.000	1.2	2.53
1176	慌	3.200	6.800	0.748	0.4
1177	損人	3.000	6.200	0.894	0.748
1178	損害	2.800	6.400	0.748	0.8
1179	損傷	2.800	6.800	0.748	0.4
1180	損壞	2.600	7.200	0.49	0.748
1181	搏鬥	3.200	7.200	0.748	0.748
1182	敬畏	6.800	6.400	0.98	1.02
1183	敬重	7.000	6.000	0.632	0.894
1184	敬意	6.600	4.800	0.8	1.47
1185	暖和	6.400	4.000	0.49	1.265
1186	業障	3.000	5.800	0.0	1.72
1187	極好	7.800	7.800	0.748	0.98
1188	極端	4.400	7.000	0.8	1.095
1189	極樂	6.800	6.600	1.166	0.8
1190	毀掉	2.800	6.600	0.4	1.02
1191	毀敗	2.800	6.400	0.4	1.356
1192	毀棄	2.800	6.600	0.4	1.625
1193	毀傷	2.600	6.400	0.49	1.356
1194	毀損	2.800	6.200	0.4	1.72
1195	毀滅	2.800	7.600	0.4	1.02
1196	毀謗	2.600	7.400	0.49	0.49
1197	毀壞	3.200	5.800	0.4	0.748
1198	溫和	6.000	3.600	0.0	1.356
1199	溫柔	6.600	4.200	0.49	1.166
1200	溫情	6.600	4.800	0.8	1.166
1201	溫暖	7.200	4.200	0.98	1.166
1202	溫馨	7.400	4.000	0.8	1.095
1203	滑稽	4.200	5.000	0.4	1.095
1204	煩	3.400	5.400	0.49	1.02
1205	煩人	3.400	6.200	0.49	0.98
1206	煩心	3.200	6.000	0.4	0.632
1207	煩忙	3.200	6.200	0.4	1.72
1208	煩勞	3.200	5.800	0.4	1.6
1209	煩悶	3.000	5.800	0.0	1.47
1210	煩惱	3.000	6.200	0.632	1.166
1211	煩亂	3.000	7.200	0.632	1.166
1212	煩愁	2.800	6.800	0.4	0.4
1213	煩瑣	3.600	5.600	0.49	1.497
1214	煩擾	3.400	6.000	0.49	1.789
1215	煩雜	3.400	6.000	0.49	1.789
1216	煩躁	3.200	7.600	0.4	1.2
1217	痴狂	4.000	7.600	0.894	0.49
1218	禁止	3.400	5.200	0.8	1.327
1219	禁忌	3.000	5.200	0.632	1.327
1220	罪	3.000	5.400	0.0	1.02
1221	罪人	2.800	6.000	0.4	0.632
1222	罪大惡極	1.400	8.800	0.49	0.4
1223	罪犯	2.600	6.000	0.49	0.632
1224	罪名	2.600	5.200	0.49	1.327
1225	罪行	2.400	6.000	0.8	0.632
1226	罪惡	2.200	7.000	0.748	0.632
1227	罪過	2.600	6.400	0.49	0.8
1228	罪孽	2.000	7.600	0.632	0.49
1229	羨慕	6.000	5.600	1.414	0.49
1230	義	6.400	6.000	0.894	0.707
1231	義憤	3.200	7.600	1.166	0.49
1232	萬念俱灰	1.400	7.400	0.49	1.356
1233	萬歲	7.600	7.600	0.8	0.8
1234	落伍	3.600	4.200	0.49	1.47
1235	落空	3.400	5.800	0.8	1.6
1236	解決	6.200	4.800	0.98	1.47
1237	解脫	6.200	6.000	0.748	0.894
1238	詫異	4.200	6.800	0.4	1.166
1239	詭計	3.400	5.200	0.49	1.327
1240	詼諧	6.400	4.600	1.2	1.356
1241	誇大	3.600	5.000	0.49	1.265
1242	誠	6.800	4.800	0.748	0.4
